"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingGemeenteWijkBuurt_4"
"6140";"WK051213  ";"Gorinchem                               ";"Wijk      ";"WK051213  ";"1"
"6141";"BU05121300";"Gorinchem                               ";"Buurt     ";"BU05121300";"1"
"6142";"WK051214  ";"Gorinchem                               ";"Wijk      ";"WK051214  ";"1"
"6143";"BU05121409";"Gorinchem                               ";"Buurt     ";"BU05121409";"1"
"6144";"BU05121410";"Gorinchem                               ";"Buurt     ";"BU05121410";"1"
"6145";"BU05121411";"Gorinchem                               ";"Buurt     ";"BU05121411";"1"
"6146";"WK051215  ";"Gorinchem                               ";"Wijk      ";"WK051215  ";"1"
"6147";"BU05121500";"Gorinchem                               ";"Buurt     ";"BU05121500";"1"
"6148";"WK051216  ";"Gorinchem                               ";"Wijk      ";"WK051216  ";"1"
"6149";"BU05121600";"Gorinchem                               ";"Buurt     ";"BU05121600";"1"
"6150";"WK051217  ";"Gorinchem                               ";"Wijk      ";"WK051217  ";"1"
"6151";"BU05121700";"Gorinchem                               ";"Buurt     ";"BU05121700";"1"
"6152";"WK051218  ";"Gorinchem                               ";"Wijk      ";"WK051218  ";"1"
"6153";"BU05121800";"Gorinchem                               ";"Buurt     ";"BU05121800";"1"
"6154";"WK051219  ";"Gorinchem                               ";"Wijk      ";"WK051219  ";"1"
"6155";"BU05121900";"Gorinchem                               ";"Buurt     ";"BU05121900";"1"
"6156";"WK051220  ";"Gorinchem                               ";"Wijk      ";"WK051220  ";"1"
"6157";"BU05122000";"Gorinchem                               ";"Buurt     ";"BU05122000";"1"
"6158";"WK051221  ";"Gorinchem                               ";"Wijk      ";"WK051221  ";"1"
"6159";"BU05122100";"Gorinchem                               ";"Buurt     ";"BU05122100";"1"
"6160";"GM0513    ";"Gouda                                   ";"Gemeente  ";"GM0513    ";"1"
"6161";"WK051301  ";"Gouda                                   ";"Wijk      ";"WK051301  ";"1"
"6162";"BU05130100";"Gouda                                   ";"Buurt     ";"BU05130100";"1"
"6163";"BU05130101";"Gouda                                   ";"Buurt     ";"BU05130101";"1"
"6164";"BU05130102";"Gouda                                   ";"Buurt     ";"BU05130102";"1"
"6165";"BU05130103";"Gouda                                   ";"Buurt     ";"BU05130103";"1"
"6166";"BU05130104";"Gouda                                   ";"Buurt     ";"BU05130104";"1"
"6167";"BU05130105";"Gouda                                   ";"Buurt     ";"BU05130105";"1"
"6168";"WK051302  ";"Gouda                                   ";"Wijk      ";"WK051302  ";"1"
"6169";"BU05130200";"Gouda                                   ";"Buurt     ";"BU05130200";"1"
"6170";"BU05130201";"Gouda                                   ";"Buurt     ";"BU05130201";"1"
"6171";"BU05130202";"Gouda                                   ";"Buurt     ";"BU05130202";"1"
"6172";"BU05130203";"Gouda                                   ";"Buurt     ";"BU05130203";"1"
"6173";"BU05130204";"Gouda                                   ";"Buurt     ";"BU05130204";"1"
"6174";"WK051303  ";"Gouda                                   ";"Wijk      ";"WK051303  ";"1"
"6175";"BU05130300";"Gouda                                   ";"Buurt     ";"BU05130300";"1"
"6176";"BU05130301";"Gouda                                   ";"Buurt     ";"BU05130301";"1"
"6177";"BU05130302";"Gouda                                   ";"Buurt     ";"BU05130302";"1"
"6178";"BU05130303";"Gouda                                   ";"Buurt     ";"BU05130303";"1"
"6179";"BU05130304";"Gouda                                   ";"Buurt     ";"BU05130304";"1"
"6180";"BU05130305";"Gouda                                   ";"Buurt     ";"BU05130305";"1"
"6181";"WK051304  ";"Gouda                                   ";"Wijk      ";"WK051304  ";"1"
"6182";"BU05130400";"Gouda                                   ";"Buurt     ";"BU05130400";"1"
"6183";"BU05130401";"Gouda                                   ";"Buurt     ";"BU05130401";"1"
"6184";"BU05130402";"Gouda                                   ";"Buurt     ";"BU05130402";"1"
"6185";"BU05130403";"Gouda                                   ";"Buurt     ";"BU05130403";"1"
"6186";"BU05130404";"Gouda                                   ";"Buurt     ";"BU05130404";"1"
"6187";"BU05130405";"Gouda                                   ";"Buurt     ";"BU05130405";"1"
"6188";"BU05130406";"Gouda                                   ";"Buurt     ";"BU05130406";"1"
"6189";"BU05130407";"Gouda                                   ";"Buurt     ";"BU05130407";"1"
"6190";"WK051305  ";"Gouda                                   ";"Wijk      ";"WK051305  ";"1"
"6191";"BU05130500";"Gouda                                   ";"Buurt     ";"BU05130500";"1"
"6192";"BU05130501";"Gouda                                   ";"Buurt     ";"BU05130501";"1"
"6193";"BU05130502";"Gouda                                   ";"Buurt     ";"BU05130502";"1"
"6194";"BU05130503";"Gouda                                   ";"Buurt     ";"BU05130503";"1"
"6195";"BU05130504";"Gouda                                   ";"Buurt     ";"BU05130504";"1"
"6196";"BU05130505";"Gouda                                   ";"Buurt     ";"BU05130505";"1"
"6197";"BU05130509";"Gouda                                   ";"Buurt     ";"BU05130509";"1"
"6198";"WK051306  ";"Gouda                                   ";"Wijk      ";"WK051306  ";"1"
"6199";"BU05130600";"Gouda                                   ";"Buurt     ";"BU05130600";"1"
"6200";"BU05130601";"Gouda                                   ";"Buurt     ";"BU05130601";"1"
"6201";"BU05130602";"Gouda                                   ";"Buurt     ";"BU05130602";"1"
"6202";"BU05130603";"Gouda                                   ";"Buurt     ";"BU05130603";"1"
"6203";"BU05130604";"Gouda                                   ";"Buurt     ";"BU05130604";"1"
"6204";"WK051307  ";"Gouda                                   ";"Wijk      ";"WK051307  ";"1"
"6205";"BU05130700";"Gouda                                   ";"Buurt     ";"BU05130700";"1"
"6206";"BU05130701";"Gouda                                   ";"Buurt     ";"BU05130701";"1"
"6207";"BU05130702";"Gouda                                   ";"Buurt     ";"BU05130702";"1"
"6208";"BU05130703";"Gouda                                   ";"Buurt     ";"BU05130703";"1"
"6209";"BU05130704";"Gouda                                   ";"Buurt     ";"BU05130704";"1"
"6210";"BU05130705";"Gouda                                   ";"Buurt     ";"BU05130705";"1"
"6211";"WK051308  ";"Gouda                                   ";"Wijk      ";"WK051308  ";"1"
"6212";"BU05130800";"Gouda                                   ";"Buurt     ";"BU05130800";"1"
"6213";"BU05130809";"Gouda                                   ";"Buurt     ";"BU05130809";"1"
"6214";"WK051309  ";"Gouda                                   ";"Wijk      ";"WK051309  ";"1"
"6215";"BU05130900";"Gouda                                   ";"Buurt     ";"BU05130900";"1"
"6216";"BU05130901";"Gouda                                   ";"Buurt     ";"BU05130901";"1"
"6217";"BU05130902";"Gouda                                   ";"Buurt     ";"BU05130902";"1"
"6218";"BU05130903";"Gouda                                   ";"Buurt     ";"BU05130903";"1"
"6219";"BU05130904";"Gouda                                   ";"Buurt     ";"BU05130904";"1"
"6220";"BU05130909";"Gouda                                   ";"Buurt     ";"BU05130909";"1"
"6221";"GM0518    ";"'s-Gravenhage                           ";"Gemeente  ";"GM0518    ";"1"
"6222";"WK051801  ";"'s-Gravenhage                           ";"Wijk      ";"WK051801  ";"1"
"6223";"BU05180170";"'s-Gravenhage                           ";"Buurt     ";"BU05180170";"1"
"6224";"WK051802  ";"'s-Gravenhage                           ";"Wijk      ";"WK051802  ";"1"
"6225";"BU05180271";"'s-Gravenhage                           ";"Buurt     ";"BU05180271";"1"
"6226";"WK051803  ";"'s-Gravenhage                           ";"Wijk      ";"WK051803  ";"1"
"6227";"BU05180373";"'s-Gravenhage                           ";"Buurt     ";"BU05180373";"1"
"6228";"BU05180374";"'s-Gravenhage                           ";"Buurt     ";"BU05180374";"1"
"6229";"WK051804  ";"'s-Gravenhage                           ";"Wijk      ";"WK051804  ";"1"
"6230";"BU05180448";"'s-Gravenhage                           ";"Buurt     ";"BU05180448";"1"
"6231";"BU05180475";"'s-Gravenhage                           ";"Buurt     ";"BU05180475";"1"
"6232";"BU05180476";"'s-Gravenhage                           ";"Buurt     ";"BU05180476";"1"
"6233";"BU05180477";"'s-Gravenhage                           ";"Buurt     ";"BU05180477";"1"
"6234";"BU05180478";"'s-Gravenhage                           ";"Buurt     ";"BU05180478";"1"
"6235";"BU05180479";"'s-Gravenhage                           ";"Buurt     ";"BU05180479";"1"
"6236";"WK051805  ";"'s-Gravenhage                           ";"Wijk      ";"WK051805  ";"1"
"6237";"BU05180546";"'s-Gravenhage                           ";"Buurt     ";"BU05180546";"1"
"6238";"WK051806  ";"'s-Gravenhage                           ";"Wijk      ";"WK051806  ";"1"
"6239";"BU05180605";"'s-Gravenhage                           ";"Buurt     ";"BU05180605";"1"
"6240";"WK051807  ";"'s-Gravenhage                           ";"Wijk      ";"WK051807  ";"1"
"6241";"BU05180701";"'s-Gravenhage                           ";"Buurt     ";"BU05180701";"1"
"6242";"BU05180702";"'s-Gravenhage                           ";"Buurt     ";"BU05180702";"1"
"6243";"BU05180703";"'s-Gravenhage                           ";"Buurt     ";"BU05180703";"1"
"6244";"BU05180704";"'s-Gravenhage                           ";"Buurt     ";"BU05180704";"1"
"6245";"BU05180772";"'s-Gravenhage                           ";"Buurt     ";"BU05180772";"1"
"6246";"WK051808  ";"'s-Gravenhage                           ";"Wijk      ";"WK051808  ";"1"
"6247";"BU05180800";"'s-Gravenhage                           ";"Buurt     ";"BU05180800";"1"
"6248";"WK051809  ";"'s-Gravenhage                           ";"Wijk      ";"WK051809  ";"1"
"6249";"BU05180907";"'s-Gravenhage                           ";"Buurt     ";"BU05180907";"1"
"6250";"BU05180908";"'s-Gravenhage                           ";"Buurt     ";"BU05180908";"1"
"6251";"WK051810  ";"'s-Gravenhage                           ";"Wijk      ";"WK051810  ";"1"
"6252";"BU05181041";"'s-Gravenhage                           ";"Buurt     ";"BU05181041";"1"
"6253";"WK051811  ";"'s-Gravenhage                           ";"Wijk      ";"WK051811  ";"1"
"6254";"BU05181142";"'s-Gravenhage                           ";"Buurt     ";"BU05181142";"1"
"6255";"BU05181143";"'s-Gravenhage                           ";"Buurt     ";"BU05181143";"1"
"6256";"WK051812  ";"'s-Gravenhage                           ";"Wijk      ";"WK051812  ";"1"
"6257";"BU05181250";"'s-Gravenhage                           ";"Buurt     ";"BU05181250";"1"
"6258";"BU05181251";"'s-Gravenhage                           ";"Buurt     ";"BU05181251";"1"
"6259";"BU05181252";"'s-Gravenhage                           ";"Buurt     ";"BU05181252";"1"
"6260";"WK051813  ";"'s-Gravenhage                           ";"Wijk      ";"WK051813  ";"1"
"6261";"BU05181309";"'s-Gravenhage                           ";"Buurt     ";"BU05181309";"1"
"6262";"WK051814  ";"'s-Gravenhage                           ";"Wijk      ";"WK051814  ";"1"
"6263";"BU05181481";"'s-Gravenhage                           ";"Buurt     ";"BU05181481";"1"
"6264";"BU05181492";"'s-Gravenhage                           ";"Buurt     ";"BU05181492";"1"
"6265";"WK051815  ";"'s-Gravenhage                           ";"Wijk      ";"WK051815  ";"1"
"6266";"BU05181590";"'s-Gravenhage                           ";"Buurt     ";"BU05181590";"1"
"6267";"BU05181591";"'s-Gravenhage                           ";"Buurt     ";"BU05181591";"1"
"6268";"WK051816  ";"'s-Gravenhage                           ";"Wijk      ";"WK051816  ";"1"
"6269";"BU05181697";"'s-Gravenhage                           ";"Buurt     ";"BU05181697";"1"
"6270";"WK051817  ";"'s-Gravenhage                           ";"Wijk      ";"WK051817  ";"1"
"6271";"BU05181785";"'s-Gravenhage                           ";"Buurt     ";"BU05181785";"1"
"6272";"BU05181786";"'s-Gravenhage                           ";"Buurt     ";"BU05181786";"1"
"6273";"BU05181795";"'s-Gravenhage                           ";"Buurt     ";"BU05181795";"1"
"6274";"WK051818  ";"'s-Gravenhage                           ";"Wijk      ";"WK051818  ";"1"
"6275";"BU05181806";"'s-Gravenhage                           ";"Buurt     ";"BU05181806";"1"
"6276";"BU05181840";"'s-Gravenhage                           ";"Buurt     ";"BU05181840";"1"
"6277";"BU05181882";"'s-Gravenhage                           ";"Buurt     ";"BU05181882";"1"
"6278";"BU05181893";"'s-Gravenhage                           ";"Buurt     ";"BU05181893";"1"
"6279";"BU05181894";"'s-Gravenhage                           ";"Buurt     ";"BU05181894";"1"
"6280";"WK051819  ";"'s-Gravenhage                           ";"Wijk      ";"WK051819  ";"1"
"6281";"BU05181953";"'s-Gravenhage                           ";"Buurt     ";"BU05181953";"1"
"6282";"BU05181983";"'s-Gravenhage                           ";"Buurt     ";"BU05181983";"1"
"6283";"WK051820  ";"'s-Gravenhage                           ";"Wijk      ";"WK051820  ";"1"
"6284";"BU05182054";"'s-Gravenhage                           ";"Buurt     ";"BU05182054";"1"
"6285";"BU05182055";"'s-Gravenhage                           ";"Buurt     ";"BU05182055";"1"
"6286";"WK051821  ";"'s-Gravenhage                           ";"Wijk      ";"WK051821  ";"1"
"6287";"BU05182110";"'s-Gravenhage                           ";"Buurt     ";"BU05182110";"1"
"6288";"BU05182144";"'s-Gravenhage                           ";"Buurt     ";"BU05182144";"1"
"6289";"WK051822  ";"'s-Gravenhage                           ";"Wijk      ";"WK051822  ";"1"
"6290";"BU05182245";"'s-Gravenhage                           ";"Buurt     ";"BU05182245";"1"
"6291";"WK051823  ";"'s-Gravenhage                           ";"Wijk      ";"WK051823  ";"1"
"6292";"BU05182347";"'s-Gravenhage                           ";"Buurt     ";"BU05182347";"1"
"6293";"WK051824  ";"'s-Gravenhage                           ";"Wijk      ";"WK051824  ";"1"
"6294";"BU05182449";"'s-Gravenhage                           ";"Buurt     ";"BU05182449";"1"
"6295";"WK051825  ";"'s-Gravenhage                           ";"Wijk      ";"WK051825  ";"1"
"6296";"BU05182561";"'s-Gravenhage                           ";"Buurt     ";"BU05182561";"1"
"6297";"BU05182567";"'s-Gravenhage                           ";"Buurt     ";"BU05182567";"1"
"6298";"BU05182568";"'s-Gravenhage                           ";"Buurt     ";"BU05182568";"1"
